method,benchmark,condition,seed,success_rate,success_rate_ci,worst_seed_sr,cvar_failure,bottom_10_sr,avg_cost,avg_latency,llm_call_rate,safety_failure_rate,ece,brier
r2v,textworld,noisy,0,1.0000,"[1.000, 1.000]",1.0000,0.0000,,215.6899,,0.1632,,0.4323,0.2543
slm_only,textworld,noisy,0,1.0000,"[1.000, 1.000]",1.0000,0.0000,,13.9252,,0.0000,,,
llm_only,textworld,noisy,0,1.0000,"[1.000, 1.000]",1.0000,0.0000,,696.2605,,1.0000,,,
entropy_router,textworld,noisy,0,1.0000,"[1.000, 1.000]",1.0000,0.0000,,13.9252,,0.0000,,,
oracle_router,textworld,noisy,0,1.0000,"[1.000, 1.000]",1.0000,0.0000,,13.9252,,0.0000,,,
heuristic_router,textworld,noisy,0,1.0000,"[1.000, 1.000]",1.0000,0.0000,,630.3370,,0.8593,,,
r2v,textworld,noisy,0,1.0000,"[1.000, 1.000]",,,,215.6899,,0.1632,,,
slm_only,textworld,noisy,0,1.0000,"[1.000, 1.000]",,,,13.9252,,0.0000,,,
llm_only,textworld,noisy,0,1.0000,"[1.000, 1.000]",,,,696.2605,,1.0000,,,
entropy_router,textworld,noisy,0,1.0000,"[1.000, 1.000]",,,,13.9252,,0.0000,,,
oracle_router,textworld,noisy,0,1.0000,"[1.000, 1.000]",,,,13.9252,,0.0000,,,
heuristic_router,textworld,noisy,0,1.0000,"[1.000, 1.000]",,,,630.3370,,0.8593,,,
