method_a,method_b,benchmark,condition,metric,value_a,value_b,difference,ci_lower,ci_upper,p_value,significant,effect_size,test_name
r2v@0.1,slm_only,humaneval,noisy,success_rate,0.9534534534534534,0.918918918918919,0.03453453453453448,0.021021021021021023,0.04804804804804805,2.384185791015625e-07,True,,mcnemar
r2v@0.1,llm_only,humaneval,noisy,success_rate,0.9534534534534534,1.0,-0.04654654654654655,-0.06159909909909907,-0.03303303303303303,7.118304168329814e-08,True,,mcnemar
r2v@0.1,entropy_router,humaneval,noisy,success_rate,0.9534534534534534,0.9594594594594594,-0.006006006006005982,-0.02406156156156153,0.010510510510510511,0.6170750774519739,False,,mcnemar
r2v@0.1,oracle_router,humaneval,noisy,success_rate,0.9534534534534534,1.0,-0.04654654654654655,-0.06159909909909907,-0.03303303303303303,7.118304168329814e-08,True,,mcnemar
r2v@0.2,slm_only,humaneval,noisy,success_rate,0.9429429429429429,0.918918918918919,0.024024024024023927,0.012012012012012012,0.03453453453453453,3.0517578125e-05,True,,mcnemar
r2v@0.2,llm_only,humaneval,noisy,success_rate,0.9429429429429429,1.0,-0.0570570570570571,-0.07361111111111107,-0.042042042042042045,1.946706018607358e-09,True,,mcnemar
r2v@0.2,entropy_router,humaneval,noisy,success_rate,0.9429429429429429,0.9594594594594594,-0.016516516516516533,-0.03303303303303303,-0.0015015015015015015,0.06331778683004563,False,,mcnemar
r2v@0.2,oracle_router,humaneval,noisy,success_rate,0.9429429429429429,1.0,-0.0570570570570571,-0.07361111111111107,-0.042042042042042045,1.946706018607358e-09,True,,mcnemar
r2v@0.3,slm_only,humaneval,noisy,success_rate,0.9324324324324325,0.918918918918919,0.013513513513513487,0.006006006006006006,0.02252252252252252,0.00390625,True,,mcnemar
r2v@0.3,llm_only,humaneval,noisy,success_rate,0.9324324324324325,1.0,-0.06756756756756754,-0.08708708708708708,-0.05101351351351355,5.412159609363698e-11,True,,mcnemar
r2v@0.3,entropy_router,humaneval,noisy,success_rate,0.9324324324324325,0.9594594594594594,-0.027027027027026973,-0.04207957957957955,-0.012012012012012012,0.0013149446697131584,True,,mcnemar
r2v@0.3,oracle_router,humaneval,noisy,success_rate,0.9324324324324325,1.0,-0.06756756756756754,-0.08708708708708708,-0.05101351351351355,5.412159609363698e-11,True,,mcnemar
r2v@0.4,slm_only,humaneval,noisy,success_rate,0.9279279279279279,0.918918918918919,0.009009009009008917,0.003003003003003003,0.016516516516516516,0.03125,True,,mcnemar
r2v@0.4,llm_only,humaneval,noisy,success_rate,0.9279279279279279,1.0,-0.07207207207207211,-0.09012762762762759,-0.05405405405405406,1.1700196367314675e-11,True,,mcnemar
r2v@0.4,entropy_router,humaneval,noisy,success_rate,0.9279279279279279,0.9594594594594594,-0.03153153153153154,-0.04658408408408405,-0.016516516516516516,0.00020408400998039866,True,,mcnemar
r2v@0.4,oracle_router,humaneval,noisy,success_rate,0.9279279279279279,1.0,-0.07207207207207211,-0.09012762762762759,-0.05405405405405406,1.1700196367314675e-11,True,,mcnemar
r2v@0.5,slm_only,humaneval,noisy,success_rate,0.9219219219219219,0.918918918918919,0.0030030030030029353,0.0,0.0075075075075075074,0.5,False,,mcnemar
r2v@0.5,llm_only,humaneval,noisy,success_rate,0.9219219219219219,1.0,-0.0780780780780781,-0.09759759759759759,-0.05855855855855856,1.5224488336684772e-12,True,,mcnemar
r2v@0.5,entropy_router,humaneval,noisy,success_rate,0.9219219219219219,0.9594594594594594,-0.037537537537537524,-0.052552552552552555,-0.024024024024024024,3.859616436896474e-06,True,,mcnemar
r2v@0.5,oracle_router,humaneval,noisy,success_rate,0.9219219219219219,1.0,-0.0780780780780781,-0.09759759759759759,-0.05855855855855856,1.5224488336684772e-12,True,,mcnemar
r2v@0.6,slm_only,humaneval,noisy,success_rate,0.9204204204204204,0.918918918918919,0.0015015015015014122,0.0,0.0045045045045045045,1.0,False,,mcnemar
r2v@0.6,llm_only,humaneval,noisy,success_rate,0.9204204204204204,1.0,-0.07957957957957962,-0.0990990990990991,-0.06006006006006006,9.14823772291129e-13,True,,mcnemar
r2v@0.6,entropy_router,humaneval,noisy,success_rate,0.9204204204204204,0.9594594594594594,-0.03903903903903905,-0.05405405405405406,-0.025525525525525526,9.443043861301348e-07,True,,mcnemar
r2v@0.6,oracle_router,humaneval,noisy,success_rate,0.9204204204204204,1.0,-0.07957957957957962,-0.0990990990990991,-0.06006006006006006,9.14823772291129e-13,True,,mcnemar
r2v@0.7,slm_only,humaneval,noisy,success_rate,0.918918918918919,0.918918918918919,0.0,0.0,0.0,1.0,False,,mcnemar
r2v@0.7,llm_only,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.1006381381381381,-0.06156156156156156,5.497824417943775e-13,True,,mcnemar
r2v@0.7,entropy_router,humaneval,noisy,success_rate,0.918918918918919,0.9594594594594594,-0.04054054054054046,-0.05555555555555555,-0.02702702702702703,5.623957756162312e-07,True,,mcnemar
r2v@0.7,oracle_router,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.1006381381381381,-0.06156156156156156,5.497824417943775e-13,True,,mcnemar
r2v@0.8,slm_only,humaneval,noisy,success_rate,0.918918918918919,0.918918918918919,0.0,0.0,0.0,1.0,False,,mcnemar
r2v@0.8,llm_only,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.1006381381381381,-0.06156156156156156,5.497824417943775e-13,True,,mcnemar
r2v@0.8,entropy_router,humaneval,noisy,success_rate,0.918918918918919,0.9594594594594594,-0.04054054054054046,-0.05555555555555555,-0.02702702702702703,5.623957756162312e-07,True,,mcnemar
r2v@0.8,oracle_router,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.1006381381381381,-0.06156156156156156,5.497824417943775e-13,True,,mcnemar
r2v@0.9,slm_only,humaneval,noisy,success_rate,0.918918918918919,0.918918918918919,0.0,0.0,0.0,1.0,False,,mcnemar
r2v@0.9,llm_only,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.1006381381381381,-0.06156156156156156,5.497824417943775e-13,True,,mcnemar
r2v@0.9,entropy_router,humaneval,noisy,success_rate,0.918918918918919,0.9594594594594594,-0.04054054054054046,-0.05555555555555555,-0.02702702702702703,5.623957756162312e-07,True,,mcnemar
r2v@0.9,oracle_router,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.1006381381381381,-0.06156156156156156,5.497824417943775e-13,True,,mcnemar
