method,benchmark,condition,seed,success_rate,success_rate_ci,worst_seed_sr,cvar_failure,bottom_10_sr,avg_cost,avg_latency,llm_call_rate,safety_failure_rate,ece,brier
r2v@0.1,humaneval,noisy,0,0.9910,"[0.979, 1.000]",0.9767,0.0233,,143.8919,,0.5558,,0.0403,0.1129
r2v@0.2,humaneval,noisy,0,0.9189,"[0.886, 0.946]",0.9070,0.0930,,10.8919,,0.0000,,0.0403,0.1129
r2v@0.3,humaneval,noisy,0,0.9189,"[0.886, 0.946]",0.9070,0.0930,,10.8919,,0.0000,,0.0403,0.1129
r2v@0.4,humaneval,noisy,0,0.9189,"[0.886, 0.946]",0.9070,0.0930,,10.8919,,0.0000,,0.0403,0.1129
r2v@0.5,humaneval,noisy,0,0.9189,"[0.886, 0.946]",0.9070,0.0930,,10.8919,,0.0000,,0.0403,0.1129
r2v@0.6,humaneval,noisy,0,0.9189,"[0.886, 0.946]",0.9070,0.0930,,10.8919,,0.0000,,0.0403,0.1129
r2v@0.7,humaneval,noisy,0,0.9189,"[0.886, 0.946]",0.9070,0.0930,,10.8919,,0.0000,,0.0403,0.1129
r2v@0.8,humaneval,noisy,0,0.9189,"[0.886, 0.946]",0.9070,0.0930,,10.8919,,0.0000,,0.0403,0.1129
slm_only,humaneval,noisy,0,0.9189,"[0.886, 0.946]",0.9070,0.0930,,10.8919,,0.0000,,,
llm_only,humaneval,noisy,0,1.0000,"[1.000, 1.000]",1.0000,0.0000,,217.8378,,1.0000,,,
entropy_router,humaneval,noisy,0,0.9580,"[0.934, 0.979]",0.9455,0.0545,,19.6787,,0.0263,,,
oracle_router,humaneval,noisy,0,1.0000,"[1.000, 1.000]",1.0000,0.0000,,36.2252,,0.0811,,,
heuristic_router,humaneval,noisy,0,0.9910,"[0.979, 1.000]",0.9722,0.0278,,64.9820,,0.2567,,,
verifier_router,humaneval,noisy,0,0.9880,"[0.976, 0.997]",0.9722,0.0278,,62.2432,,0.2713,,,
r2v@0.1,humaneval,noisy,0,0.9910,"[0.973, 1.000]",,,,132.5946,,0.4990,,,
