method_a,method_b,benchmark,condition,metric,value_a,value_b,difference,ci_lower,ci_upper,p_value,significant,effect_size,test_name
r2v@0.1,slm_only,humaneval,noisy,success_rate,0.990990990990991,0.918918918918919,0.072072072072072,0.04504504504504504,0.0961711711711711,1.1920928955078125e-07,True,,mcnemar
r2v@0.1,llm_only,humaneval,noisy,success_rate,0.990990990990991,1.0,-0.009009009009009028,-0.021021021021021023,0.0,0.25,False,,mcnemar
r2v@0.1,entropy_router,humaneval,noisy,success_rate,0.990990990990991,0.9579579579579579,0.033033033033033066,0.015015015015015015,0.05405405405405406,0.0009765625,True,,mcnemar
r2v@0.1,oracle_router,humaneval,noisy,success_rate,0.990990990990991,1.0,-0.009009009009009028,-0.021021021021021023,0.0,0.25,False,,mcnemar
r2v@0.1,heuristic_router,humaneval,noisy,success_rate,0.990990990990991,0.990990990990991,0.0,-0.012012012012012012,0.012012012012012012,1.0,False,,mcnemar
r2v@0.1,verifier_router,humaneval,noisy,success_rate,0.990990990990991,0.987987987987988,0.0030030030030029353,-0.009084084084084015,0.015015015015015015,1.0,False,,mcnemar
r2v@0.2,slm_only,humaneval,noisy,success_rate,0.918918918918919,0.918918918918919,0.0,0.0,0.0,1.0,False,,mcnemar
r2v@0.2,llm_only,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.10810810810810811,-0.05405405405405406,5.623957756162312e-07,True,,mcnemar
r2v@0.2,entropy_router,humaneval,noisy,success_rate,0.918918918918919,0.9579579579579579,-0.039039039039038936,-0.06006006006006006,-0.021021021021021023,0.000244140625,True,,mcnemar
r2v@0.2,oracle_router,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.10810810810810811,-0.05405405405405406,5.623957756162312e-07,True,,mcnemar
r2v@0.2,heuristic_router,humaneval,noisy,success_rate,0.918918918918919,0.990990990990991,-0.072072072072072,-0.0990990990990991,-0.04504504504504504,1.1920928955078125e-07,True,,mcnemar
r2v@0.2,verifier_router,humaneval,noisy,success_rate,0.918918918918919,0.987987987987988,-0.06906906906906907,-0.0960960960960961,-0.04504504504504504,2.384185791015625e-07,True,,mcnemar
r2v@0.3,slm_only,humaneval,noisy,success_rate,0.918918918918919,0.918918918918919,0.0,0.0,0.0,1.0,False,,mcnemar
r2v@0.3,llm_only,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.10810810810810811,-0.05405405405405406,5.623957756162312e-07,True,,mcnemar
r2v@0.3,entropy_router,humaneval,noisy,success_rate,0.918918918918919,0.9579579579579579,-0.039039039039038936,-0.06006006006006006,-0.021021021021021023,0.000244140625,True,,mcnemar
r2v@0.3,oracle_router,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.10810810810810811,-0.05405405405405406,5.623957756162312e-07,True,,mcnemar
r2v@0.3,heuristic_router,humaneval,noisy,success_rate,0.918918918918919,0.990990990990991,-0.072072072072072,-0.0990990990990991,-0.04504504504504504,1.1920928955078125e-07,True,,mcnemar
r2v@0.3,verifier_router,humaneval,noisy,success_rate,0.918918918918919,0.987987987987988,-0.06906906906906907,-0.0960960960960961,-0.04504504504504504,2.384185791015625e-07,True,,mcnemar
r2v@0.4,slm_only,humaneval,noisy,success_rate,0.918918918918919,0.918918918918919,0.0,0.0,0.0,1.0,False,,mcnemar
r2v@0.4,llm_only,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.10810810810810811,-0.05405405405405406,5.623957756162312e-07,True,,mcnemar
r2v@0.4,entropy_router,humaneval,noisy,success_rate,0.918918918918919,0.9579579579579579,-0.039039039039038936,-0.06006006006006006,-0.021021021021021023,0.000244140625,True,,mcnemar
r2v@0.4,oracle_router,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.10810810810810811,-0.05405405405405406,5.623957756162312e-07,True,,mcnemar
r2v@0.4,heuristic_router,humaneval,noisy,success_rate,0.918918918918919,0.990990990990991,-0.072072072072072,-0.0990990990990991,-0.04504504504504504,1.1920928955078125e-07,True,,mcnemar
r2v@0.4,verifier_router,humaneval,noisy,success_rate,0.918918918918919,0.987987987987988,-0.06906906906906907,-0.0960960960960961,-0.04504504504504504,2.384185791015625e-07,True,,mcnemar
r2v@0.5,slm_only,humaneval,noisy,success_rate,0.918918918918919,0.918918918918919,0.0,0.0,0.0,1.0,False,,mcnemar
r2v@0.5,llm_only,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.10810810810810811,-0.05405405405405406,5.623957756162312e-07,True,,mcnemar
r2v@0.5,entropy_router,humaneval,noisy,success_rate,0.918918918918919,0.9579579579579579,-0.039039039039038936,-0.06006006006006006,-0.021021021021021023,0.000244140625,True,,mcnemar
r2v@0.5,oracle_router,humaneval,noisy,success_rate,0.918918918918919,1.0,-0.08108108108108103,-0.10810810810810811,-0.05405405405405406,5.623957756162312e-07,True,,mcnemar
r2v@0.5,heuristic_router,humaneval,noisy,success_rate,0.918918918918919,0.990990990990991,-0.072072072072072,-0.0990990990990991,-0.04504504504504504,1.1920928955078125e-07,True,,mcnemar
