method,benchmark,condition,seed,success_rate,success_rate_ci,worst_seed_sr,cvar_failure,bottom_10_sr,avg_cost,avg_latency,llm_call_rate,safety_failure_rate,ece,brier
r2v@0.1,humaneval,noisy,0,1.0000,"[1.000, 1.000]",1.0000,0.0000,,207.2252,,0.9720,,0.1105,0.1143
r2v@0.2,humaneval,noisy,0,0.9279,"[0.898, 0.955]",0.9070,0.0930,,11.3483,,0.0024,,0.1105,0.1143
r2v@0.3,humaneval,noisy,0,0.9249,"[0.895, 0.952]",0.9070,0.0930,,11.2913,,0.0023,,0.1105,0.1143
r2v@0.4,humaneval,noisy,0,0.9249,"[0.895, 0.952]",0.9070,0.0930,,11.2913,,0.0023,,0.1105,0.1143
r2v@0.5,humaneval,noisy,0,0.9249,"[0.895, 0.952]",0.9070,0.0930,,11.1772,,0.0014,,0.1105,0.1143
r2v@0.6,humaneval,noisy,0,0.9249,"[0.895, 0.952]",0.9070,0.0930,,11.1201,,0.0009,,0.1105,0.1143
r2v@0.7,humaneval,noisy,0,0.9249,"[0.895, 0.952]",0.9070,0.0930,,11.1201,,0.0009,,0.1105,0.1143
r2v@0.8,humaneval,noisy,0,0.9249,"[0.895, 0.952]",0.9070,0.0930,,11.1201,,0.0009,,0.1105,0.1143
slm_only,humaneval,noisy,0,0.9189,"[0.889, 0.946]",0.9070,0.0930,,10.8919,,0.0000,,,
llm_only,humaneval,noisy,0,1.0000,"[1.000, 1.000]",1.0000,0.0000,,217.8378,,1.0000,,,
entropy_router,humaneval,noisy,0,0.9520,"[0.928, 0.973]",0.9302,0.0698,,14.0871,,0.0099,,,
oracle_router,humaneval,noisy,0,1.0000,"[1.000, 1.000]",1.0000,0.0000,,36.2252,,0.0811,,,
heuristic_router,humaneval,noisy,0,0.9910,"[0.979, 1.000]",0.9722,0.0278,,58.4775,,0.2255,,,
verifier_router,humaneval,noisy,0,0.9820,"[0.967, 0.994]",0.9722,0.0278,,57.4505,,0.2514,,,
r2v@0.1,humaneval,noisy,0,1.0000,"[1.000, 1.000]",,,,205.5135,,0.9729,,,
r2v@0.1,humaneval,noisy,1,1.0000,"[1.000, 1.000]",,,,186.5000,,0.9754,,,
r2v@0.1,humaneval,noisy,2,1.0000,"[1.000, 1.000]",,,,209.4884,,0.9666,,,
r2v@0.1,humaneval,noisy,3,1.0000,"[1.000, 1.000]",,,,189.0889,,0.9933,,,
r2v@0.1,humaneval,noisy,4,1.0000,"[1.000, 1.000]",,,,239.3023,,0.9734,,,
r2v@0.1,humaneval,noisy,5,1.0000,"[1.000, 1.000]",,,,212.2364,,0.9539,,,
r2v@0.2,humaneval,noisy,0,0.9279,"[0.874, 0.973]",,,,11.2342,,0.0016,,,
r2v@0.2,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,10.2222,,0.0040,,,
r2v@0.2,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.5349,,0.0039,,,
r2v@0.2,humaneval,noisy,3,0.9556,"[0.889, 1.000]",,,,10.0667,,0.0007,,,
r2v@0.2,humaneval,noisy,4,0.9535,"[0.884, 1.000]",,,,13.5116,,0.0026,,,
r2v@0.2,humaneval,noisy,5,0.9091,"[0.818, 0.982]",,,,11.5273,,0.0030,,,
r2v@0.3,humaneval,noisy,0,0.9279,"[0.874, 0.973]",,,,11.2342,,0.0016,,,
r2v@0.3,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,10.2222,,0.0040,,,
r2v@0.3,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.5349,,0.0039,,,
r2v@0.3,humaneval,noisy,3,0.9333,"[0.844, 1.000]",,,,9.6444,,0.0000,,,
r2v@0.3,humaneval,noisy,4,0.9535,"[0.884, 1.000]",,,,13.5116,,0.0026,,,
r2v@0.3,humaneval,noisy,5,0.9091,"[0.818, 0.982]",,,,11.5273,,0.0030,,,
r2v@0.4,humaneval,noisy,0,0.9279,"[0.874, 0.973]",,,,11.2342,,0.0016,,,
r2v@0.4,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,10.2222,,0.0040,,,
r2v@0.4,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.5349,,0.0039,,,
r2v@0.4,humaneval,noisy,3,0.9333,"[0.844, 1.000]",,,,9.6444,,0.0000,,,
r2v@0.4,humaneval,noisy,4,0.9535,"[0.884, 1.000]",,,,13.5116,,0.0026,,,
r2v@0.4,humaneval,noisy,5,0.9091,"[0.818, 0.982]",,,,11.5273,,0.0030,,,
r2v@0.5,humaneval,noisy,0,0.9279,"[0.874, 0.973]",,,,11.0631,,0.0003,,,
r2v@0.5,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,10.2222,,0.0040,,,
r2v@0.5,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
r2v@0.5,humaneval,noisy,3,0.9333,"[0.844, 1.000]",,,,9.6444,,0.0000,,,
r2v@0.5,humaneval,noisy,4,0.9535,"[0.884, 1.000]",,,,13.5116,,0.0026,,,
r2v@0.5,humaneval,noisy,5,0.9091,"[0.818, 0.982]",,,,11.5273,,0.0030,,,
r2v@0.6,humaneval,noisy,0,0.9279,"[0.874, 0.973]",,,,11.0631,,0.0003,,,
r2v@0.6,humaneval,noisy,1,0.9167,"[0.806, 1.000]",,,,9.6944,,0.0000,,,
r2v@0.6,humaneval,noisy,2,0.9070,"[0.814, 0.977]",,,,11.0930,,0.0000,,,
r2v@0.6,humaneval,noisy,3,0.9333,"[0.844, 1.000]",,,,9.6444,,0.0000,,,
r2v@0.6,humaneval,noisy,4,0.9535,"[0.884, 1.000]",,,,13.5116,,0.0026,,,
